Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-40804,Social Media,College Students,17.0,"Instagram, YouTube",29759.0,3294.0,1146.0,725.0,568400.0,371.19,1.11,Bengali,17.36,Tier 2 City Customers,09-04-2025
NY-CMP-22805,Paid Ads,College Students,17.0,"Facebook, Email",99508.0,5536.0,2520.0,1345.0,1050445.0,142.67,4.47,Hindi,9.45,Premium Shoppers,13-10-2024
NY-CMP-3982,Influencer,College Students,14.0,"Email, YouTube, Google",21716.0,1884.0,778.0,349.0,208702.0,662.26,-0.1,Hindi,13.87,Tier 2 City Customers,10-07-2024
NY-CMP-37797,Influencer,College Students,16.0,"Instagram, YouTube",,2532.0,830.0,589.0,467666.0,111.66,6.11,Hindi,22.81,Tier 2 City Customers,13-09-2024
NY-CMP-33119,Email,College Students,19.0,"WhatsApp, Facebook",40860.0,2332.0,1239.0,858.0,179322.0,158.14,0.32,Bengali,10.84,Premium Shoppers,18-05-2025
NY-CMP-2655,SEO,Premium Shoppers,25.0,Facebook,,431.0,92.0,39.0,11271.0,6410.38,-0.95,Bengali,3.11,Youth,28-01-2025
NY-CMP-48755,,College Students,14.0,Google,91248.0,10961.0,4280.0,2179.0,1259462.0,114.63,4.04,Tamil,,,13-02-2025
NY-CMP-6920,SEO,Tier 2 City Customers,28.0,"Email, WhatsApp, YouTube",88328.0,10976.0,4773.0,,1551732.0,54.09,9.87,Tamil,20.82,Tier 2 City Customers,22-01-2025
NY-CMP-38527,SEO,Tier 2 City Customers,14.0,"Instagram, WhatsApp, YouTube",35968.0,2347.0,839.0,265.0,164565.0,693.83,-0.1,Tamil,9.59,College Students,16-02-2025
NY-CMP-49822,Social Media,Tier 2 City Customers,15.0,Facebook,33219.0,2504.0,752.0,309.0,187563.0,174.62,2.48,Bengali,10.73,Tier 2 City Customers,12-12-2024
NY-CMP-30589,SEO,Tier 2 City Customers,24.0,"Facebook, Google, Email",50155.0,1847.0,966.0,770.0,202510.0,,0.31,English,7.14,Tier 2 City Customers,17-04-2025
NY-CMP-44276,SEO,College Students,14.0,"Instagram, Facebook",72521.0,4830.0,1676.0,556.0,235188.0,434.4,-0.03,Tamil,9.74,Working Women,31-03-2025
NY-CMP-36467,Email,Youth,20.0,WhatsApp,77461.0,3114.0,647.0,369.0,228411.0,,1.5,Bengali,5.33,Premium Shoppers,01-11-2024
NY-CMP-7075,Paid Ads,Tier 2 City Customers,16.0,"Facebook, YouTube",77208.0,6118.0,1875.0,1152.0,,200.49,,Hindi,11.84,Tier 2 City Customers,06-07-2024
NY-CMP-41032,Social Media,College Students,,Email,82694.0,10828.0,5345.0,1966.0,1484330.0,70.7,9.68,English,21.94,College Students,23-12-2024
NY-CMP-51279,Influencer,Working Women,12.0,"Google, WhatsApp, YouTube",31407.0,3591.0,1415.0,659.0,421101.0,,1.15,Hindi,18.04,Youth,19-04-2025
NY-CMP-14660,Paid Ads,Working Women,27.0,"Instagram, YouTube, WhatsApp",30000.0,2576.0,1087.0,808.0,321584.0,223.92,0.78,Hindi,14.9,Working Women,09-04-2025
NY-CMP-35726,Social Media,Premium Shoppers,23.0,"Email, Facebook",60981.0,,462.0,199.0,128554.0,1321.23,-0.51,English,4.69,Premium Shoppers,15-01-2025
NY-CMP-2165,,Youth,19.0,YouTube,10989.0,398.0,139.0,78.0,31122.0,2869.63,-0.86,Hindi,5.6,Premium Shoppers,10-09-2024
NY-CMP-19794,Email,Youth,28.0,"Google, YouTube, Instagram",79406.0,9098.0,2256.0,1491.0,407043.0,102.49,1.66,English,16.18,,28-08-2024
NY-CMP-22908,Social Media,Premium Shoppers,11.0,"Email, YouTube",66561.0,5680.0,,1227.0,748470.0,225.88,1.7,Bengali,13.81,Premium Shoppers,20-04-2025
NY-CMP-26555,SEO,Working Women,27.0,Facebook,11014.0,1112.0,408.0,317.0,188615.0,416.49,0.43,Bengali,16.68,College Students,17-03-2025
NY-CMP-18462,Influencer,Youth,19.0,"Instagram, Google, WhatsApp",80827.0,10259.0,4060.0,1866.0,615780.0,95.7,2.45,English,20.02,Working Women,26-02-2025
NY-CMP-42288,Email,Working Women,12.0,Facebook,49977.0,7232.0,3879.0,1378.0,826800.0,64.52,8.3,English,24.99,Working Women,11-06-2025
NY-CMP-30786,Social Media,Youth,13.0,"Google, Email, WhatsApp",19950.0,2231.0,999.0,409.0,213089.0,240.04,1.17,Hindi,18.24,Tier 2 City Customers,30-03-2025
NY-CMP-41476,Influencer,Tier 2 City Customers,26.0,"Instagram, Google, Email",99653.0,5737.0,1626.0,892.0,367504.0,130.44,,Tamil,8.28,College Students,22-11-2024
NY-CMP-41804,Social Media,Youth,7.0,"YouTube, Instagram, WhatsApp",17266.0,720.0,412.0,211.0,63511.0,716.37,-0.58,Bengali,7.78,Youth,08-09-2024
NY-CMP-8143,Social Media,College Students,30.0,,59182.0,5951.0,1993.0,1189.0,826355.0,117.14,4.93,Bengali,15.43,College Students,
NY-CMP-26486,Email,Premium Shoppers,13.0,"Instagram, YouTube",15824.0,1424.0,843.0,302.0,93016.0,230.65,0.34,Bengali,16.23,Youth,30-03-2025
NY-CMP-15763,Influencer,Youth,11.0,"Email, WhatsApp, Instagram",49045.0,3734.0,1930.0,623.0,285957.0,256.5,0.79,Tamil,12.82,Working Women,16-03-2025
NY-CMP-10313,Paid Ads,Premium Shoppers,30.0,"WhatsApp, Google, Email",86471.0,,1415.0,1111.0,399960.0,116.82,2.08,Bengali,6.65,Tier 2 City Customers,11-11-2024
NY-CMP-45352,SEO,Youth,22.0,"Google, WhatsApp, Instagram",58021.0,6524.0,1580.0,691.0,436021.0,86.11,6.33,Bengali,15.16,Premium Shoppers,21-09-2024
NY-CMP-5091,Email,Working Women,9.0,"WhatsApp, Google, YouTube",,4390.0,2268.0,893.0,411673.0,179.94,1.56,English,23.2,Youth,12-08-2024
NY-CMP-44031,Paid Ads,Working Women,5.0,WhatsApp,33620.0,3371.0,1452.0,1034.0,654522.0,136.27,3.65,English,17.42,Tier 2 City Customers,20-07-2024
NY-CMP-1681,Influencer,Youth,18.0,"Email, YouTube, Instagram",13263.0,1878.0,459.0,247.0,134121.0,312.19,0.74,Hindi,19.48,Tier 2 City Customers,05-04-2025
NY-CMP-7939,Social Media,Working Women,22.0,"Email, Google",29590.0,1592.0,773.0,481.0,202501.0,319.35,0.32,Hindi,9.62,Working Women,12-07-2024
NY-CMP-2484,SEO,Working Women,22.0,Email,90833.0,9083.0,4430.0,,2048160.0,27.02,26.87,Bengali,17.87,Premium Shoppers,27-05-2025
NY-CMP-7933,Paid Ads,Youth,17.0,,54366.0,2270.0,881.0,292.0,200312.0,609.28,0.13,English,6.33,Tier 2 City Customers,02-03-2025
NY-CMP-52150,Social Media,College Students,18.0,"WhatsApp, YouTube, Instagram",67646.0,5794.0,2646.0,1417.0,1024491.0,169.7,3.26,Hindi,14.57,Working Women,12-02-2025
NY-CMP-14126,Paid Ads,Premium Shoppers,5.0,Instagram,59769.0,3992.0,2286.0,789.0,583860.0,203.49,2.64,Tamil,11.82,Premium Shoppers,11-09-2024
NY-CMP-38640,SEO,Working Women,29.0,YouTube,26748.0,3812.0,949.0,343.0,83692.0,669.65,-0.64,Bengali,19.08,Premium Shoppers,05-10-2024
NY-CMP-8982,Email,Tier 2 City Customers,25.0,"Instagram, YouTube",20294.0,2417.0,1031.0,316.0,198448.0,541.5,0.16,Tamil,18.55,Tier 2 City Customers,31-07-2024
NY-CMP-34338,Paid Ads,Working Women,9.0,Google,16736.0,586.0,299.0,166.0,120184.0,1341.67,-0.46,Hindi,6.28,Youth,26-02-2025
NY-CMP-11496,Paid Ads,College Students,28.0,YouTube,30364.0,1059.0,289.0,102.0,64974.0,2292.54,-0.72,Tamil,4.78,Premium Shoppers,24-07-2024
NY-CMP-49482,Email,Premium Shoppers,12.0,"Instagram, WhatsApp, Email",,8021.0,2119.0,1418.0,476448.0,95.17,2.53,Hindi,21.12,Tier 2 City Customers,09-12-2024
NY-CMP-6466,SEO,Tier 2 City Customers,13.0,"Instagram, WhatsApp, Google",,12430.0,,1828.0,1411216.0,35.79,20.57,Hindi,19.89,Tier 2 City Customers,12-07-2024
NY-CMP-13153,Paid Ads,Working Women,11.0,"Instagram, YouTube",15865.0,1409.0,818.0,495.0,279180.0,235.73,1.39,Hindi,17.16,Youth,23-09-2024
NY-CMP-13681,Social Media,,30.0,"Google, YouTube, WhatsApp",61054.0,3197.0,783.0,306.0,164628.0,,-0.36,English,7.02,Premium Shoppers,02-08-2024
NY-CMP-3449,SEO,Youth,20.0,"YouTube, Google",20143.0,2034.0,,603.0,402201.0,180.94,2.69,Hindi,18.16,Tier 2 City Customers,22-09-2024
NY-CMP-47009,Social Media,College Students,28.0,YouTube,48383.0,2066.0,610.0,476.0,257992.0,517.94,0.05,Bengali,6.51,College Students,01-04-2025
NY-CMP-43311,Influencer,Premium Shoppers,11.0,"Email, Facebook, WhatsApp",17938.0,1700.0,473.0,225.0,117900.0,1140.9,-0.54,Tamil,13.37,Tier 2 City Customers,26-05-2025
NY-CMP-34640,Email,Working Women,23.0,"WhatsApp, Instagram",75420.0,5954.0,1996.0,620.0,314960.0,158.23,2.21,Bengali,11.36,Youth,31-12-2024
NY-CMP-56295,Social Media,Premium Shoppers,27.0,Instagram,15368.0,603.0,138.0,47.0,11092.0,2294.85,-0.9,Tamil,5.13,College Students,29-12-2024
NY-CMP-7483,Influencer,Working Women,21.0,Email,47870.0,3575.0,1005.0,444.0,319680.0,128.92,4.58,,10.5,College Students,09-08-2024
NY-CMP-52201,SEO,Working Women,11.0,"YouTube, Facebook, WhatsApp",71254.0,3389.0,1487.0,913.0,403546.0,199.04,1.22,Hindi,8.12,,20-03-2025
NY-CMP-12165,,Working Women,9.0,Instagram,49552.0,2257.0,1264.0,511.0,243747.0,124.75,2.82,Hindi,8.14,Premium Shoppers,31-01-2025
NY-CMP-2566,SEO,Tier 2 City Customers,16.0,"Email, Google",21863.0,1728.0,724.0,244.0,,1203.36,-0.71,Bengali,12.33,Tier 2 City Customers,12-02-2025
NY-CMP-3593,Paid Ads,Premium Shoppers,15.0,Google,24492.0,2669.0,960.0,335.0,95810.0,369.69,-0.23,English,16.18,Working Women,18-12-2024
NY-CMP-38025,Influencer,Premium Shoppers,26.0,,92119.0,4654.0,1269.0,957.0,331122.0,126.38,1.74,English,7.47,Youth,15-03-2025
NY-CMP-51758,Email,Tier 2 City Customers,8.0,"Google, Facebook",76117.0,5306.0,3061.0,1887.0,1032189.0,,4.7,Hindi,13.47,Premium Shoppers,28-07-2024
NY-CMP-3522,Paid Ads,Youth,8.0,"WhatsApp, YouTube, Email",73808.0,2025.0,706.0,501.0,357714.0,502.5,0.42,Hindi,4.38,Tier 2 City Customers,13-07-2024
NY-CMP-14800,Social Media,Premium Shoppers,8.0,"Google, WhatsApp, Email",52688.0,1946.0,517.0,371.0,152110.0,435.41,-0.06,Bengali,5.38,College Students,12-07-2024
NY-CMP-15761,Email,Youth,25.0,"Instagram, Facebook",37312.0,3307.0,695.0,469.0,171654.0,184.51,0.98,Hindi,11.98,Youth,
NY-CMP-50700,Paid Ads,Premium Shoppers,,,45234.0,6434.0,3594.0,2281.0,540597.0,127.55,0.86,Tamil,27.21,Premium Shoppers,08-08-2024
NY-CMP-34138,Social Media,Working Women,13.0,Facebook,77504.0,10158.0,2204.0,1150.0,690000.0,206.17,1.91,Hindi,17.43,College Students,17-10-2024
NY-CMP-1898,Email,Youth,20.0,YouTube,10667.0,1302.0,510.0,302.0,150094.0,745.94,-0.33,Hindi,19.82,Youth,06-05-2025
NY-CMP-54719,Email,Premium Shoppers,12.0,"Facebook, WhatsApp, YouTube",20786.0,2050.0,1042.0,743.0,422024.0,283.32,1.0,,18.45,Working Women,07-01-2025
NY-CMP-5021,Email,Tier 2 City Customers,22.0,"YouTube, WhatsApp, Facebook",81865.0,11534.0,3926.0,2648.0,1048608.0,92.28,3.29,English,22.12,Youth,18-01-2025
NY-CMP-29416,Email,Youth,27.0,"WhatsApp, Email, YouTube",76588.0,2558.0,794.0,347.0,98548.0,207.37,0.37,Tamil,4.83,Tier 2 City Customers,09-02-2025
NY-CMP-28249,SEO,College Students,27.0,"Facebook, WhatsApp, Instagram",46355.0,4823.0,2436.0,772.0,193000.0,128.39,0.95,,17.32,Tier 2 City Customers,02-02-2025
NY-CMP-47870,Influencer,Premium Shoppers,18.0,"Email, Google",80019.0,7799.0,3199.0,,943845.0,99.95,5.23,Bengali,15.64,Premium Shoppers,01-12-2024
NY-CMP-39390,Influencer,Working Women,14.0,,13801.0,2032.0,591.0,282.0,208398.0,886.76,-0.17,Tamil,21.05,Premium Shoppers,09-10-2024
NY-CMP-11153,SEO,College Students,21.0,"Facebook, YouTube",,8848.0,2249.0,808.0,517928.0,130.75,3.9,Tamil,18.4,Premium Shoppers,12-12-2024
NY-CMP-2603,SEO,Premium Shoppers,8.0,"WhatsApp, YouTube, Google",70512.0,5901.0,3141.0,1383.0,654159.0,108.21,3.37,English,14.78,College Students,24-12-2024
NY-CMP-34131,Paid Ads,Premium Shoppers,25.0,WhatsApp,97406.0,1948.0,652.0,249.0,121761.0,903.58,-0.46,Tamil,2.92,Youth,05-05-2025
NY-CMP-43824,,College Students,5.0,Email,62632.0,5886.0,1791.0,1340.0,798640.0,52.31,10.39,Bengali,14.4,Working Women,27-10-2024
NY-CMP-14726,Influencer,Premium Shoppers,16.0,YouTube,82089.0,10335.0,2657.0,1300.0,565500.0,110.72,2.93,Tamil,17.41,Premium Shoppers,30-05-2025
NY-CMP-13157,Paid Ads,College Students,,"Google, Facebook, WhatsApp",78842.0,3212.0,1016.0,665.0,134330.0,376.92,-0.46,,6.21,Youth,
NY-CMP-34693,SEO,College Students,15.0,YouTube,79410.0,6396.0,2648.0,1224.0,314568.0,99.58,1.58,Hindi,12.93,,18-12-2024
NY-CMP-28581,Social Media,Working Women,23.0,WhatsApp,92552.0,10113.0,3227.0,1565.0,644780.0,54.18,,Hindi,16.1,Youth,06-06-2025
NY-CMP-10353,Email,Working Women,27.0,"Facebook, YouTube",19334.0,1501.0,617.0,290.0,103820.0,307.25,0.17,Hindi,12.45,Premium Shoppers,17-08-2024
NY-CMP-53640,Email,College Students,16.0,"WhatsApp, Email",30795.0,2329.0,1250.0,964.0,585148.0,239.53,1.53,Tamil,14.75,College Students,20-12-2024
NY-CMP-32111,Social Media,Working Women,25.0,YouTube,36713.0,2212.0,1236.0,662.0,353508.0,145.09,2.68,Hindi,11.19,Youth,05-11-2024
NY-CMP-35563,Paid Ads,Premium Shoppers,17.0,"Facebook, Instagram, Email",71051.0,1433.0,722.0,410.0,109470.0,304.3,-0.12,English,3.61,Youth,31-07-2024
NY-CMP-6657,SEO,Youth,13.0,"WhatsApp, Google",33603.0,1341.0,692.0,409.0,304296.0,698.95,0.06,Hindi,7.27,Working Women,06-11-2024
NY-CMP-12771,Influencer,Working Women,26.0,"Email, Google, Instagram",72399.0,9639.0,5190.0,3845.0,2864525.0,43.11,16.28,Hindi,25.79,Working Women,15-12-2024
NY-CMP-40057,SEO,Working Women,6.0,"WhatsApp, Email",98594.0,12305.0,4989.0,1545.0,434145.0,130.41,1.15,Hindi,19.11,Youth,24-05-2025
NY-CMP-51168,SEO,Youth,19.0,"Google, Facebook, WhatsApp",53502.0,1162.0,652.0,493.0,280517.0,604.89,-0.06,Bengali,4.31,,03-01-2025
NY-CMP-13994,Social Media,Youth,19.0,,17158.0,1725.0,804.0,292.0,230680.0,331.25,1.38,Tamil,16.44,Working Women,30-03-2025
NY-CMP-23345,Paid Ads,Tier 2 City Customers,8.0,"Email, Facebook, Google",89331.0,11169.0,4229.0,2164.0,1155576.0,35.55,14.02,Bengali,19.66,Youth,01-01-2025
NY-CMP-33666,Social Media,Premium Shoppers,21.0,Google,72099.0,4278.0,2200.0,1360.0,428400.0,93.24,,Tamil,10.87,Youth,01-11-2024
NY-CMP-5788,Influencer,Youth,16.0,Instagram,59377.0,2842.0,1178.0,716.0,379480.0,192.82,1.75,English,7.98,Premium Shoppers,13-02-2025
NY-CMP-38742,SEO,College Students,6.0,"YouTube, Instagram, Google",69183.0,6706.0,3211.0,1356.0,604776.0,39.9,10.18,Tamil,16.29,Youth,19-06-2025
NY-CMP-8474,Email,College Students,19.0,"Email, Facebook",26871.0,2432.0,877.0,,261052.0,386.74,0.93,,13.61,Premium Shoppers,06-11-2024
NY-CMP-8686,Paid Ads,Premium Shoppers,11.0,"WhatsApp, YouTube",,7350.0,3575.0,1760.0,799040.0,149.83,2.03,Hindi,16.15,College Students,27-07-2024
NY-CMP-9500,Social Media,Working Women,10.0,Instagram,49984.0,1992.0,986.0,675.0,449550.0,313.55,,Hindi,7.31,Tier 2 City Customers,11-12-2024
NY-CMP-29375,Email,Youth,23.0,"Facebook, YouTube",19535.0,943.0,270.0,,68276.0,2371.09,-0.71,Hindi,6.73,Youth,16-05-2025
NY-CMP-30213,Social Media,Working Women,16.0,"YouTube, WhatsApp",,2218.0,460.0,,,622.32,,Tamil,3.58,Working Women,17-08-2024
NY-CMP-29674,Influencer,College Students,,"Google, YouTube",62029.0,3974.0,1791.0,597.0,227457.0,451.68,-0.16,Tamil,10.26,Premium Shoppers,09-04-2025
NY-CMP-41284,Social Media,Premium Shoppers,16.0,Instagram,80988.0,,1322.0,562.0,408574.0,250.45,1.9,Bengali,6.68,,01-03-2025
NY-CMP-9489,Social Media,Tier 2 City Customers,17.0,"YouTube, Instagram",11592.0,323.0,146.0,55.0,37455.0,4356.6,-0.84,English,4.52,College Students,26-10-2024
NY-CMP-22779,Social Media,Working Women,27.0,"Google, Email, YouTube",97407.0,4996.0,2213.0,1429.0,431558.0,110.24,1.74,English,8.87,Tier 2 City Customers,22-01-2025
NY-CMP-11540,SEO,,22.0,YouTube,47784.0,2864.0,860.0,455.0,226135.0,558.78,-0.11,English,8.75,College Students,30-07-2024
NY-CMP-37084,Email,Working Women,19.0,"YouTube, Google",85433.0,3723.0,1299.0,,526841.0,274.74,0.86,Bengali,7.09,Working Women,23-02-2025
NY-CMP-20634,,Youth,10.0,"Google, Facebook, WhatsApp",61921.0,3507.0,1542.0,1124.0,703624.0,149.49,3.19,English,9.97,Premium Shoppers,04-04-2025
NY-CMP-21339,Social Media,Working Women,,"WhatsApp, Google",98897.0,13196.0,6470.0,3761.0,2177619.0,19.3,29.0,Bengali,23.69,Premium Shoppers,22-03-2025
NY-CMP-25711,Paid Ads,,7.0,,54145.0,1154.0,351.0,228.0,68856.0,760.84,-0.6,Hindi,3.2,Tier 2 City Customers,23-12-2024
NY-CMP-37381,Paid Ads,Tier 2 City Customers,7.0,"WhatsApp, Instagram, Google",65734.0,4744.0,1739.0,793.0,229177.0,200.65,0.44,Tamil,11.07,Tier 2 City Customers,03-09-2024
NY-CMP-11250,Influencer,Working Women,14.0,"YouTube, Facebook, Instagram",29857.0,2130.0,523.0,351.0,162513.0,771.23,-0.4,Tamil,10.06,College Students,07-02-2025
NY-CMP-49722,Email,,11.0,"Facebook, Instagram, WhatsApp",48557.0,5659.0,3232.0,2141.0,879951.0,97.28,3.22,Tamil,22.72,Tier 2 City Customers,13-12-2024
NY-CMP-48971,Influencer,College Students,13.0,Google,,4138.0,2276.0,1380.0,919080.0,69.83,8.54,English,15.75,Premium Shoppers,27-05-2025
NY-CMP-41207,Email,Youth,20.0,Google,47986.0,,1481.0,536.0,386992.0,385.68,0.87,Hindi,10.08,College Students,17-05-2025
NY-CMP-35739,SEO,Premium Shoppers,23.0,"YouTube, Email",94148.0,4814.0,974.0,,,,0.01,Hindi,6.79,College Students,13-07-2024
NY-CMP-17707,Email,Youth,7.0,"Google, Email",43808.0,5338.0,1413.0,577.0,158675.0,272.01,0.01,Bengali,16.73,College Students,25-12-2024
NY-CMP-46364,SEO,Working Women,30.0,"YouTube, Email",87468.0,7480.0,3970.0,2321.0,1151216.0,113.65,3.36,English,15.74,Premium Shoppers,16-08-2024
NY-CMP-50953,SEO,Youth,18.0,Google,74015.0,7424.0,4220.0,3179.0,1567247.0,77.09,5.4,English,20.03,College Students,31-08-2024
NY-CMP-30445,Email,Working Women,24.0,"Facebook, YouTube, Email",89257.0,9120.0,4363.0,2063.0,1345076.0,135.68,3.81,Bengali,17.42,College Students,
NY-CMP-24198,SEO,Youth,28.0,"YouTube, Email",38497.0,2989.0,764.0,,244917.0,288.25,0.47,English,11.25,Youth,
NY-CMP-48084,Social Media,Premium Shoppers,28.0,"Instagram, Google",91462.0,7917.0,4043.0,3134.0,896324.0,92.69,2.09,Bengali,16.5,College Students,04-07-2024
NY-CMP-29423,SEO,Tier 2 City Customers,,YouTube,31378.0,658.0,196.0,120.0,96000.0,1198.58,-0.33,Bengali,3.1,College Students,09-02-2025
NY-CMP-41389,Social Media,Working Women,24.0,"WhatsApp, Facebook",,9483.0,5414.0,4286.0,985780.0,58.93,2.9,English,29.01,Working Women,18-03-2025
NY-CMP-38875,Influencer,Youth,21.0,Instagram,,340.0,164.0,108.0,68364.0,2276.64,-0.72,English,4.75,Youth,26-01-2025
NY-CMP-5465,Email,Tier 2 City Customers,16.0,"Instagram, YouTube, WhatsApp",90614.0,4639.0,2298.0,,349932.0,53.19,3.53,Hindi,9.26,College Students,10-08-2024
NY-CMP-11951,Influencer,Youth,30.0,"Email, Facebook",61801.0,7660.0,3115.0,1838.0,531182.0,51.11,4.65,Tamil,20.41,Tier 2 City Customers,27-07-2024
NY-CMP-21513,Influencer,Working Women,22.0,"YouTube, WhatsApp",98022.0,12384.0,3113.0,1676.0,1059232.0,56.74,10.14,,17.52,Youth,
NY-CMP-35809,Social Media,Premium Shoppers,12.0,"Email, Instagram",79717.0,8119.0,4743.0,2713.0,1049931.0,100.12,2.87,Hindi,19.54,College Students,28-11-2024
NY-CMP-41270,Email,Tier 2 City Customers,25.0,"Instagram, WhatsApp, Email",51060.0,4909.0,1726.0,1164.0,238620.0,231.46,-0.11,English,,Premium Shoppers,26-07-2024
NY-CMP-50778,Influencer,College Students,19.0,Instagram,81723.0,10035.0,3078.0,1330.0,524020.0,211.06,0.87,,17.67,Youth,01-09-2024
NY-CMP-7631,SEO,Youth,19.0,"Instagram, YouTube",99080.0,4040.0,1415.0,961.0,729399.0,66.71,10.38,Tamil,6.48,Working Women,10-01-2025
NY-CMP-53499,SEO,Youth,9.0,Email,55540.0,1987.0,657.0,225.0,138150.0,1102.8,-0.44,Hindi,5.17,College Students,
NY-CMP-30586,Paid Ads,Youth,30.0,YouTube,40923.0,,497.0,191.0,119375.0,990.85,-0.37,Hindi,5.47,Youth,21-05-2025
NY-CMP-30349,,Premium Shoppers,5.0,"WhatsApp, Facebook, Google",35641.0,1523.0,364.0,205.0,98810.0,1270.96,-0.62,Tamil,5.87,Premium Shoppers,13-03-2025
NY-CMP-18244,Social Media,Youth,9.0,"Instagram, WhatsApp",38976.0,3818.0,2057.0,702.0,303966.0,,1.26,English,,College Students,05-02-2025
NY-CMP-4419,SEO,College Students,27.0,Facebook,80815.0,6969.0,3076.0,1800.0,1135800.0,117.33,4.38,English,14.66,Working Women,04-01-2025
NY-CMP-6369,Email,Premium Shoppers,23.0,"Google, Instagram",26986.0,2882.0,1305.0,932.0,269348.0,191.16,0.51,Bengali,18.97,College Students,14-11-2024
NY-CMP-52755,Paid Ads,College Students,6.0,"WhatsApp, Email",21715.0,1783.0,1055.0,402.0,295872.0,523.86,0.4,English,14.92,College Students,17-05-2025
NY-CMP-20011,SEO,,28.0,WhatsApp,14485.0,902.0,225.0,80.0,57760.0,3619.71,-0.8,Bengali,,Working Women,29-11-2024
NY-CMP-36753,SEO,College Students,16.0,"Instagram, WhatsApp",54881.0,5798.0,1561.0,485.0,178480.0,348.97,0.05,Hindi,14.29,,10-01-2025
NY-CMP-10022,Paid Ads,Youth,16.0,"Google, Email, Instagram",62765.0,5246.0,2718.0,961.0,754385.0,165.57,3.74,Hindi,14.22,Premium Shoppers,07-05-2025
NY-CMP-44419,Email,Youth,5.0,"YouTube, Email",73476.0,10241.0,4671.0,3192.0,1110816.0,29.02,10.99,English,24.64,Premium Shoppers,11-10-2024
NY-CMP-3851,Email,College Students,24.0,"Email, Google",24046.0,858.0,319.0,113.0,60568.0,833.73,-0.36,Tamil,5.36,,17-05-2025
NY-CMP-50705,Email,Working Women,25.0,"Instagram, Facebook, Google",99932.0,3283.0,806.0,604.0,477160.0,369.41,1.14,English,4.7,Youth,05-09-2024
NY-CMP-5890,Influencer,College Students,29.0,Email,44082.0,,2310.0,1682.0,462550.0,122.44,1.25,English,20.97,Working Women,20-09-2024
NY-CMP-24273,Paid Ads,Working Women,17.0,"WhatsApp, Email",56226.0,6860.0,1814.0,1362.0,841716.0,214.16,1.89,Hindi,17.85,Working Women,15-11-2024
NY-CMP-14904,Paid Ads,Premium Shoppers,13.0,Email,42841.0,3417.0,1242.0,453.0,248244.0,324.74,0.69,Bengali,11.93,Premium Shoppers,11-10-2024
NY-CMP-40414,Email,Tier 2 City Customers,6.0,Google,95515.0,3900.0,1315.0,424.0,124232.0,572.22,-0.49,Bengali,5.9,Youth,18-04-2025
NY-CMP-35126,SEO,Premium Shoppers,26.0,"Email, WhatsApp, Google",42014.0,5089.0,1915.0,801.0,330813.0,224.33,0.84,Hindi,18.58,Premium Shoppers,02-06-2025
NY-CMP-39981,Influencer,Working Women,22.0,"YouTube, Facebook, Email",16654.0,1414.0,647.0,488.0,315736.0,288.01,1.25,Tamil,,Working Women,01-12-2024
NY-CMP-2901,Email,Tier 2 City Customers,21.0,"Facebook, YouTube, Email",76045.0,6930.0,2028.0,905.0,634405.0,315.39,1.22,Bengali,12.97,College Students,07-04-2025
NY-CMP-29260,Email,,6.0,"Email, Google, Facebook",47734.0,3289.0,1651.0,1144.0,433576.0,99.98,2.79,Hindi,12.75,College Students,28-02-2025
NY-CMP-24794,Paid Ads,Working Women,10.0,Instagram,53815.0,1738.0,712.0,451.0,280522.0,476.56,0.31,Tamil,5.39,Youth,
NY-CMP-30537,Email,,10.0,"Email, Google",72756.0,2711.0,883.0,318.0,240726.0,831.17,-0.09,Bengali,5.38,Premium Shoppers,01-03-2025
NY-CMP-18051,Email,Youth,26.0,"Instagram, YouTube, Facebook",11575.0,1036.0,,374.0,253572.0,398.68,0.7,Hindi,16.75,Premium Shoppers,01-10-2024
NY-CMP-12186,Email,Tier 2 City Customers,24.0,"WhatsApp, Google, Facebook",22443.0,1009.0,532.0,332.0,128816.0,642.65,-0.4,English,8.35,Premium Shoppers,08-12-2024
NY-CMP-8744,Influencer,Tier 2 City Customers,18.0,"WhatsApp, Email, Instagram",15708.0,1069.0,599.0,477.0,296217.0,155.83,2.98,Bengali,13.66,Working Women,12-02-2025
NY-CMP-5304,,College Students,19.0,"WhatsApp, YouTube, Facebook",79754.0,3088.0,1012.0,,,360.23,,Hindi,,College Students,
NY-CMP-33198,Influencer,Tier 2 City Customers,24.0,"YouTube, Instagram",81360.0,5110.0,2947.0,1773.0,1113444.0,114.21,4.5,Hindi,12.08,Premium Shoppers,23-05-2025
NY-CMP-20939,Influencer,,10.0,Instagram,17512.0,691.0,286.0,134.0,35912.0,1023.69,-0.74,Bengali,6.34,Premium Shoppers,23-03-2025
NY-CMP-50901,Influencer,Premium Shoppers,7.0,Email,38364.0,1148.0,531.0,397.0,108381.0,168.54,0.62,English,,Premium Shoppers,23-12-2024
NY-CMP-41398,Influencer,Youth,27.0,Email,46541.0,5066.0,,1748.0,1157176.0,138.68,3.77,Hindi,20.73,Tier 2 City Customers,28-05-2025
