Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
PU-CMP-11153,Email,Youth,7.0,"YouTube, Email",41024.0,,2709.0,2086.0,803110.0,,3.74,English,24.19,Youth,01-07-2024
PU-CMP-2603,Influencer,College Students,23.0,"YouTube, Instagram, Email",,5057.0,2752.0,1654.0,805498.0,160.31,2.04,Hindi,13.91,Working Women,06-04-2025
PU-CMP-34131,Email,Tier 2 City Customers,28.0,"YouTube, WhatsApp",49136.0,3324.0,1400.0,709.0,565073.0,161.65,3.93,English,11.06,Tier 2 City Customers,20-11-2024
PU-CMP-43824,Influencer,Youth,8.0,Email,30010.0,2962.0,1259.0,723.0,153999.0,180.56,,Hindi,16.47,Working Women,18-08-2024
PU-CMP-14726,Social Media,Working Women,28.0,WhatsApp,19703.0,1339.0,319.0,128.0,98432.0,1847.48,-0.58,English,9.06,Youth,27-02-2025
PU-CMP-13157,Paid Ads,Premium Shoppers,8.0,"Email, Instagram, Google",18640.0,2339.0,,213.0,,743.96,-0.12,Tamil,17.23,,08-05-2025
PU-CMP-34693,Paid Ads,Tier 2 City Customers,29.0,Instagram,10792.0,1086.0,595.0,200.0,61400.0,801.73,-0.62,Tamil,17.43,,14-08-2024
PU-CMP-28581,SEO,Working Women,24.0,"Email, WhatsApp, Google",38650.0,,1226.0,682.0,160952.0,106.14,1.22,English,10.6,,15-10-2024
PU-CMP-10353,Social Media,Working Women,18.0,"YouTube, Facebook, Email",59166.0,4886.0,2601.0,1505.0,338625.0,142.17,0.58,English,15.2,Working Women,17-01-2025
PU-CMP-53640,Email,College Students,13.0,"Instagram, Facebook",30064.0,1052.0,301.0,142.0,57368.0,733.81,-0.45,Hindi,4.97,Youth,09-11-2024
PU-CMP-32111,Social Media,Youth,6.0,"Email, WhatsApp, Google",48905.0,5809.0,,677.0,161803.0,173.1,0.38,Tamil,17.76,Premium Shoppers,04-11-2024
PU-CMP-35563,Paid Ads,Tier 2 City Customers,14.0,"Facebook, Google, Instagram",91554.0,2141.0,689.0,260.0,81900.0,825.05,-0.62,Bengali,,,26-02-2025
PU-CMP-6657,Influencer,Premium Shoppers,22.0,"Google, Instagram, Facebook",48938.0,6336.0,2579.0,1393.0,384468.0,59.21,3.66,English,21.06,,29-03-2025
PU-CMP-12771,Paid Ads,College Students,14.0,Google,74728.0,9730.0,2862.0,2009.0,1420363.0,49.31,13.34,Tamil,19.54,Youth,12-09-2024
PU-CMP-40057,SEO,Premium Shoppers,9.0,Google,94265.0,10537.0,6137.0,4239.0,1169964.0,34.77,6.94,Hindi,22.19,Tier 2 City Customers,26-02-2025
PU-CMP-51168,Influencer,Youth,14.0,"Instagram, WhatsApp, Google",57916.0,5222.0,2784.0,,856428.0,97.85,3.37,Bengali,17.28,Youth,14-10-2024
PU-CMP-13994,Influencer,College Students,5.0,"WhatsApp, Instagram, Google",82212.0,,6170.0,2047.0,732826.0,29.77,11.02,Tamil,23.79,College Students,14-05-2025
PU-CMP-23345,Email,Youth,29.0,"Facebook, WhatsApp, Email",51432.0,3896.0,900.0,555.0,319125.0,332.15,0.73,Bengali,10.4,College Students,21-02-2025
PU-CMP-33666,Email,College Students,9.0,"YouTube, WhatsApp",88511.0,10030.0,3674.0,2796.0,1020540.0,29.25,11.48,Hindi,18.64,Youth,17-01-2025
PU-CMP-5788,,Youth,5.0,"Facebook, Google, YouTube",49435.0,7010.0,1951.0,591.0,471027.0,126.12,5.32,Bengali,19.32,Working Women,29-11-2024
PU-CMP-38742,Influencer,Premium Shoppers,28.0,"Facebook, WhatsApp",53423.0,5521.0,2335.0,1225.0,297675.0,80.45,2.02,Hindi,17.0,Tier 2 City Customers,02-02-2025
PU-CMP-8474,Influencer,Youth,17.0,Google,23921.0,1203.0,633.0,378.0,248724.0,750.33,-0.12,Hindi,9.26,Working Women,07-06-2025
PU-CMP-8686,Paid Ads,Working Women,11.0,Facebook,62063.0,9210.0,4345.0,1576.0,865224.0,179.92,2.05,Tamil,24.38,Premium Shoppers,18-04-2025
PU-CMP-9500,Influencer,Working Women,,"WhatsApp, Email, Facebook",37807.0,5391.0,1451.0,562.0,223114.0,135.75,1.92,Hindi,19.58,College Students,19-08-2024
,SEO,Youth,11.0,YouTube,28882.0,1512.0,866.0,386.0,224266.0,288.68,1.01,Hindi,9.57,Working Women,12-12-2024
PU-CMP-30213,Paid Ads,Youth,19.0,"Facebook, Email",42369.0,3034.0,633.0,449.0,144129.0,241.69,0.33,Tamil,9.71,Tier 2 City Customers,12-05-2025
,Social Media,Working Women,25.0,"Instagram, Email, Google",71488.0,6500.0,2338.0,1583.0,840573.0,87.77,5.05,Bengali,14.58,Tier 2 City Customers,05-12-2024
PU-CMP-41284,SEO,,9.0,,77245.0,2913.0,1474.0,834.0,544602.0,287.48,1.27,Bengali,6.76,Premium Shoppers,10-03-2025
PU-CMP-9489,Paid Ads,College Students,10.0,"Instagram, Email, YouTube",33062.0,1057.0,473.0,230.0,92000.0,424.47,-0.06,English,,Premium Shoppers,23-07-2024
PU-CMP-22779,SEO,Premium Shoppers,16.0,"Instagram, WhatsApp, Email",34019.0,2208.0,1249.0,665.0,133665.0,170.42,0.18,English,12.12,Working Women,15-04-2025
PU-CMP-11540,SEO,Working Women,20.0,WhatsApp,33792.0,4836.0,1501.0,821.0,520514.0,,1.32,Bengali,21.18,Working Women,
PU-CMP-37084,Email,Working Women,6.0,,45441.0,6715.0,,1049.0,298965.0,255.63,0.11,Tamil,24.12,Premium Shoppers,09-04-2025
PU-CMP-20634,Social Media,College Students,19.0,"WhatsApp, Email, Google",93358.0,7376.0,3444.0,1372.0,299096.0,112.19,0.94,Tamil,13.06,Youth,22-12-2024
PU-CMP-21339,Influencer,Youth,17.0,"Google, WhatsApp, Instagram",44979.0,,2109.0,1416.0,349752.0,206.59,0.2,English,16.58,Working Women,01-11-2024
PU-CMP-25711,Paid Ads,Premium Shoppers,20.0,"YouTube, Google",14629.0,1728.0,373.0,208.0,134576.0,353.22,0.83,Tamil,15.78,Youth,17-02-2025
PU-CMP-37381,SEO,Working Women,16.0,Instagram,26203.0,1536.0,608.0,375.0,197250.0,587.06,-0.1,Tamil,9.61,Tier 2 City Customers,26-04-2025
PU-CMP-11250,Influencer,College Students,8.0,"Google, Instagram, WhatsApp",34694.0,3408.0,1891.0,883.0,332891.0,140.15,1.69,English,17.82,Working Women,30-08-2024
PU-CMP-49722,Social Media,College Students,21.0,Email,74858.0,1750.0,391.0,293.0,143277.0,667.92,-0.27,Bengali,3.25,Working Women,18-07-2024
PU-CMP-48971,Paid Ads,Tier 2 City Customers,28.0,"Email, WhatsApp",16825.0,650.0,205.0,72.0,48816.0,3110.19,-0.78,Tamil,5.51,,28-07-2024
PU-CMP-41207,Social Media,College Students,,"Facebook, YouTube",12499.0,1815.0,493.0,158.0,117552.0,423.67,0.76,Bengali,,Tier 2 City Customers,10-01-2025
PU-CMP-35739,Paid Ads,Tier 2 City Customers,8.0,"WhatsApp, YouTube",36629.0,1507.0,729.0,465.0,155775.0,392.66,-0.15,Hindi,7.37,Premium Shoppers,02-02-2025
PU-CMP-17707,Influencer,Premium Shoppers,23.0,Google,12025.0,1042.0,256.0,154.0,33880.0,,-0.89,Bengali,12.07,Working Women,
PU-CMP-46364,Paid Ads,Youth,21.0,"YouTube, WhatsApp, Instagram",18873.0,1232.0,294.0,181.0,143714.0,1609.1,-0.51,Bengali,9.04,Tier 2 City Customers,14-09-2024
PU-CMP-50953,SEO,Youth,20.0,Google,69678.0,7799.0,4111.0,1923.0,757662.0,115.64,2.41,Hindi,,College Students,12-11-2024
PU-CMP-30445,SEO,Tier 2 City Customers,9.0,Instagram,76874.0,11258.0,2433.0,1693.0,1183407.0,157.26,3.44,Bengali,20.01,College Students,
PU-CMP-24198,Influencer,Tier 2 City Customers,13.0,WhatsApp,33497.0,2134.0,761.0,388.0,129592.0,771.03,-0.57,Bengali,9.8,Tier 2 City Customers,26-03-2025
PU-CMP-48084,Influencer,Tier 2 City Customers,6.0,"Instagram, Email, YouTube",44624.0,4736.0,990.0,477.0,198432.0,340.0,0.22,Hindi,13.9,College Students,28-04-2025
PU-CMP-29423,Email,Premium Shoppers,15.0,Instagram,96141.0,2781.0,1438.0,517.0,183535.0,540.28,-0.34,English,4.93,Tier 2 City Customers,26-07-2024
PU-CMP-41389,Social Media,Premium Shoppers,30.0,"Facebook, Email",16266.0,1397.0,660.0,515.0,195185.0,503.16,-0.25,Bengali,15.81,College Students,08-12-2024
PU-CMP-38875,SEO,College Students,,,18516.0,987.0,514.0,385.0,290675.0,577.06,0.31,Hindi,10.19,Premium Shoppers,07-07-2024
PU-CMP-5465,Influencer,Youth,8.0,Instagram,39539.0,5431.0,1489.0,907.0,201354.0,56.29,2.94,English,19.8,Youth,26-01-2025
PU-CMP-11951,,Youth,12.0,Facebook,24677.0,1311.0,290.0,187.0,44880.0,715.91,-0.66,Hindi,7.25,Tier 2 City Customers,15-08-2024
PU-CMP-21513,Email,Premium Shoppers,12.0,"YouTube, Email",77246.0,7090.0,1572.0,1231.0,388996.0,101.31,2.12,Tamil,12.81,Youth,09-05-2025
PU-CMP-35809,Email,,14.0,"Google, WhatsApp",71595.0,4018.0,2009.0,1471.0,620762.0,134.44,2.14,Tamil,10.47,Youth,10-03-2025
PU-CMP-41270,,Working Women,13.0,"YouTube, Google, Email",85654.0,2399.0,1036.0,663.0,257244.0,228.47,0.7,English,4.78,Youth,26-08-2024
PU-CMP-50778,Paid Ads,Youth,28.0,Google,82727.0,12276.0,2474.0,980.0,593880.0,297.77,1.04,Tamil,19.01,Youth,11-04-2025
PU-CMP-7631,Email,,27.0,"Email, WhatsApp, Google",12813.0,1060.0,248.0,188.0,124268.0,964.87,-0.31,Bengali,,College Students,27-07-2024
PU-CMP-53499,Social Media,Tier 2 City Customers,21.0,"WhatsApp, Google",99857.0,6241.0,1665.0,741.0,540189.0,384.48,0.9,Tamil,8.66,Tier 2 City Customers,08-09-2024
PU-CMP-30586,Paid Ads,Working Women,9.0,Instagram,73337.0,2558.0,1175.0,357.0,106029.0,193.48,0.54,Hindi,5.58,Premium Shoppers,07-10-2024
PU-CMP-30349,Paid Ads,Working Women,15.0,Email,16531.0,1938.0,753.0,,,548.12,-0.03,English,19.09,Tier 2 City Customers,05-01-2025
PU-CMP-18244,Paid Ads,Premium Shoppers,18.0,Email,16615.0,1103.0,238.0,88.0,30712.0,2578.26,-0.86,Tamil,8.6,Tier 2 City Customers,14-11-2024
PU-CMP-4419,Email,Tier 2 City Customers,17.0,"Instagram, YouTube",61780.0,4388.0,1787.0,981.0,438507.0,301.28,0.48,English,11.58,Working Women,24-05-2025
PU-CMP-6369,Email,College Students,5.0,"WhatsApp, Facebook, Email",99091.0,7723.0,3511.0,2610.0,1318050.0,49.0,9.31,,13.97,College Students,05-07-2024
PU-CMP-52755,Influencer,College Students,16.0,"WhatsApp, Email",16440.0,2349.0,1396.0,732.0,180804.0,296.77,-0.17,Bengali,27.23,Tier 2 City Customers,09-11-2024
PU-CMP-20011,Influencer,Tier 2 City Customers,26.0,"YouTube, Instagram",80985.0,4173.0,2231.0,866.0,409618.0,137.03,2.45,Tamil,8.98,Premium Shoppers,07-08-2024
PU-CMP-36753,Influencer,Working Women,12.0,Instagram,74011.0,5777.0,2095.0,1584.0,567072.0,109.85,2.26,English,12.78,Premium Shoppers,20-09-2024
PU-CMP-10022,Email,Working Women,28.0,"Email, Facebook, YouTube",52831.0,6727.0,2043.0,1059.0,487140.0,261.29,0.76,Tamil,18.6,College Students,02-02-2025
PU-CMP-44419,Email,Premium Shoppers,5.0,"Email, Google, YouTube",56892.0,6747.0,1676.0,1140.0,665760.0,108.18,4.4,Hindi,,College Students,18-10-2024
PU-CMP-3851,Email,Tier 2 City Customers,6.0,"YouTube, WhatsApp, Instagram",98605.0,4661.0,2560.0,1231.0,,195.43,0.12,Hindi,8.57,Youth,08-04-2025
PU-CMP-50705,SEO,Premium Shoppers,27.0,YouTube,97514.0,12040.0,5774.0,2511.0,1506600.0,79.0,6.59,English,20.84,Working Women,19-10-2024
PU-CMP-5890,Social Media,College Students,13.0,"Google, Instagram, WhatsApp",81733.0,3732.0,2060.0,627.0,164274.0,,0.06,English,7.85,Tier 2 City Customers,14-09-2024
PU-CMP-24273,Social Media,Premium Shoppers,5.0,"WhatsApp, Google",80234.0,4212.0,1815.0,859.0,592710.0,295.39,1.34,Bengali,8.58,Working Women,12-11-2024
PU-CMP-14904,Email,Working Women,29.0,"Google, YouTube, WhatsApp",97593.0,8063.0,4816.0,3644.0,2561732.0,,15.9,English,16.93,Premium Shoppers,24-07-2024
PU-CMP-40414,Email,Tier 2 City Customers,29.0,YouTube,30011.0,3231.0,1916.0,645.0,,169.8,2.55,English,19.3,Tier 2 City Customers,18-09-2024
PU-CMP-35126,SEO,Premium Shoppers,22.0,"YouTube, Google",39164.0,944.0,384.0,283.0,131595.0,839.64,-0.45,Bengali,4.11,Working Women,04-03-2025
PU-CMP-39981,Influencer,College Students,28.0,Facebook,58382.0,4945.0,1145.0,473.0,300828.0,571.75,0.11,Hindi,11.24,Tier 2 City Customers,25-08-2024
PU-CMP-2901,Paid Ads,Youth,5.0,WhatsApp,54880.0,4811.0,2023.0,,372642.0,273.31,0.27,Hindi,14.42,Youth,02-11-2024
PU-CMP-29260,Influencer,Premium Shoppers,19.0,Google,80585.0,10442.0,2120.0,640.0,395520.0,282.9,1.18,,16.38,Youth,01-07-2024
PU-CMP-24794,Social Media,,19.0,"Facebook, YouTube, WhatsApp",26329.0,1202.0,255.0,185.0,125615.0,1539.64,-0.56,Hindi,6.24,Youth,07-02-2025
PU-CMP-30537,Paid Ads,,15.0,"WhatsApp, Instagram",45922.0,1363.0,510.0,289.0,132073.0,771.1,-0.41,Bengali,4.71,,30-09-2024
PU-CMP-18051,Social Media,Premium Shoppers,14.0,Google,49297.0,6123.0,2613.0,1405.0,562000.0,,6.18,Tamil,20.57,College Students,24-11-2024
PU-CMP-12186,Influencer,Premium Shoppers,18.0,,,2113.0,847.0,483.0,155043.0,392.99,-0.18,,4.59,Working Women,24-10-2024
PU-CMP-8744,SEO,,27.0,"Email, Facebook",35218.0,2459.0,1378.0,689.0,451984.0,360.44,0.82,Hindi,12.85,Premium Shoppers,05-07-2024
,Social Media,Youth,13.0,"YouTube, Email, WhatsApp",86617.0,9460.0,5222.0,3110.0,1296870.0,92.81,3.49,Tamil,20.54,Youth,30-10-2024
PU-CMP-33198,Email,College Students,25.0,"Google, Email, Instagram",87976.0,12382.0,3547.0,1600.0,345600.0,53.72,3.02,English,19.92,College Students,28-09-2024
PU-CMP-20939,Influencer,Youth,29.0,"Instagram, WhatsApp, YouTube",91511.0,7352.0,2345.0,950.0,454100.0,89.01,4.37,English,11.63,Working Women,10-02-2025
PU-CMP-50901,Paid Ads,Tier 2 City Customers,25.0,Facebook,34225.0,3213.0,1746.0,935.0,408595.0,224.07,0.95,Bengali,,Youth,13-12-2024
PU-CMP-41398,SEO,College Students,7.0,WhatsApp,52156.0,,930.0,322.0,165508.0,380.15,0.35,Bengali,5.56,,19-10-2024
PU-CMP-45729,Influencer,Working Women,13.0,"Facebook, Google",33291.0,1309.0,316.0,206.0,69010.0,468.69,-0.29,Hindi,5.5,Tier 2 City Customers,12-12-2024
PU-CMP-7839,Email,Premium Shoppers,6.0,,17507.0,,234.0,106.0,60314.0,1302.44,-0.56,Tamil,6.03,Working Women,23-05-2025
PU-CMP-1110,Email,,21.0,YouTube,60997.0,1816.0,553.0,442.0,182104.0,392.55,0.05,Bengali,4.61,Youth,
PU-CMP-55834,Influencer,Tier 2 City Customers,7.0,WhatsApp,99304.0,11633.0,5940.0,4415.0,1240615.0,38.69,6.26,Bengali,22.14,Working Women,01-04-2025
PU-CMP-46943,Email,Working Women,27.0,Google,94434.0,11632.0,5731.0,3524.0,2685288.0,47.19,15.15,Hindi,22.12,Youth,27-05-2025
PU-CMP-22104,Social Media,Working Women,27.0,"Email, Google, WhatsApp",27935.0,3871.0,1247.0,483.0,228942.0,211.55,1.24,,20.05,Tier 2 City Customers,22-05-2025
PU-CMP-13851,Social Media,Premium Shoppers,22.0,Google,72344.0,4105.0,1001.0,496.0,160704.0,295.81,0.1,,,Tier 2 City Customers,20-07-2024
PU-CMP-36041,Paid Ads,Tier 2 City Customers,,"Email, Instagram",35755.0,4838.0,2207.0,688.0,280704.0,114.68,2.56,Bengali,21.63,Premium Shoppers,23-11-2024
PU-CMP-20327,SEO,College Students,16.0,"Google, WhatsApp",37055.0,1234.0,680.0,532.0,204820.0,304.75,0.26,Bengali,6.6,Premium Shoppers,15-03-2025
PU-CMP-43539,Social Media,Working Women,20.0,,39105.0,4136.0,1029.0,664.0,189904.0,218.92,0.31,Hindi,14.91,Premium Shoppers,22-04-2025
PU-CMP-38303,Influencer,Tier 2 City Customers,26.0,Email,35660.0,812.0,315.0,100.0,31700.0,894.2,,Bengali,3.44,Youth,03-03-2025
PU-CMP-10848,Influencer,Working Women,21.0,"Instagram, Email",13683.0,1445.0,658.0,258.0,132096.0,618.9,-0.17,English,17.25,,09-03-2025
PU-CMP-6373,Influencer,Tier 2 City Customers,24.0,Google,22749.0,1244.0,298.0,225.0,152325.0,500.89,0.35,Tamil,7.77,Youth,23-05-2025
PU-CMP-20649,Social Media,,23.0,,30126.0,4318.0,1166.0,817.0,361114.0,76.14,,Hindi,20.92,College Students,12-08-2024
PU-CMP-25651,Paid Ads,Tier 2 City Customers,13.0,YouTube,49439.0,6768.0,2484.0,1911.0,1041495.0,147.23,2.7,Hindi,22.58,Premium Shoppers,08-03-2025
PU-CMP-38672,Influencer,College Students,22.0,"Google, Instagram",83259.0,9369.0,1994.0,938.0,469938.0,195.58,1.56,English,14.77,Premium Shoppers,24-03-2025
PU-CMP-51831,Paid Ads,Tier 2 City Customers,12.0,"WhatsApp, YouTube, Google",45835.0,4652.0,1255.0,440.0,347160.0,622.81,0.27,Tamil,13.85,Youth,
PU-CMP-14774,Influencer,Youth,28.0,Email,95402.0,7600.0,1731.0,727.0,149035.0,255.42,-0.2,Bengali,10.54,Premium Shoppers,11-04-2025
PU-CMP-22210,Email,Working Women,17.0,"Email, Instagram, YouTube",58202.0,6845.0,3947.0,2339.0,1040855.0,79.73,4.58,Hindi,22.56,College Students,04-11-2024
PU-CMP-48670,Paid Ads,,14.0,"Facebook, WhatsApp, Google",,4313.0,1365.0,821.0,607540.0,132.07,4.6,English,17.28,Youth,22-01-2025
PU-CMP-21029,,Working Women,11.0,"Google, YouTube, Email",89737.0,12187.0,5653.0,4110.0,908310.0,15.49,13.27,Bengali,24.46,College Students,02-12-2024
PU-CMP-1926,Influencer,Tier 2 City Customers,12.0,"Google, Email",34951.0,4351.0,2051.0,1046.0,724878.0,171.26,3.05,Bengali,21.31,Working Women,09-12-2024
PU-CMP-2194,Email,Youth,25.0,,38063.0,1757.0,586.0,361.0,181222.0,572.82,-0.12,Bengali,7.1,College Students,07-09-2024
,Influencer,College Students,9.0,Email,77078.0,5964.0,3300.0,1871.0,797046.0,,4.06,Bengali,14.45,Tier 2 City Customers,04-01-2025
PU-CMP-14519,Paid Ads,Youth,27.0,,20271.0,2810.0,656.0,278.0,200716.0,399.05,0.81,,18.47,Tier 2 City Customers,26-01-2025
PU-CMP-40526,Social Media,Premium Shoppers,20.0,Facebook,12493.0,251.0,129.0,91.0,57421.0,2139.51,-0.71,English,3.77,Working Women,17-12-2024
PU-CMP-55856,SEO,College Students,11.0,"Instagram, Facebook, Email",50938.0,6380.0,1356.0,730.0,568670.0,393.02,0.98,English,16.62,Youth,22-03-2025
PU-CMP-50495,Social Media,Youth,25.0,"WhatsApp, Email",35300.0,1111.0,351.0,219.0,171915.0,477.41,0.64,Tamil,4.76,Working Women,30-08-2024
PU-CMP-41190,Paid Ads,College Students,30.0,Instagram,48142.0,4049.0,1408.0,1121.0,523507.0,220.37,1.12,Hindi,13.66,Youth,10-01-2025
PU-CMP-34839,Paid Ads,College Students,17.0,"YouTube, Facebook",97510.0,9787.0,3788.0,1561.0,546350.0,117.48,1.98,English,15.52,College Students,25-11-2024
PU-CMP-15477,SEO,Working Women,21.0,Email,14149.0,1332.0,397.0,200.0,64000.0,835.37,-0.62,English,13.63,College Students,15-03-2025
PU-CMP-30494,Email,Youth,9.0,"Email, Facebook",90892.0,13127.0,6608.0,5169.0,3473568.0,52.88,11.71,,27.4,Tier 2 City Customers,04-03-2025
PU-CMP-47683,Social Media,College Students,8.0,"Email, Google, Instagram",74627.0,3449.0,1439.0,555.0,161505.0,235.46,0.24,English,7.29,Premium Shoppers,11-09-2024
PU-CMP-25612,Email,College Students,25.0,"Instagram, WhatsApp",74277.0,3285.0,1484.0,620.0,420360.0,342.07,0.98,Hindi,7.26,Tier 2 City Customers,01-09-2024
PU-CMP-19200,Email,Working Women,10.0,"Facebook, YouTube, Email",40753.0,3604.0,1642.0,624.0,429312.0,349.64,0.97,Hindi,14.4,Premium Shoppers,18-10-2024
PU-CMP-49177,SEO,Premium Shoppers,19.0,Email,81117.0,6134.0,1365.0,,396360.0,266.21,,Tamil,10.15,Premium Shoppers,15-11-2024
PU-CMP-48026,Email,Working Women,22.0,"WhatsApp, Google, YouTube",94961.0,13968.0,5524.0,,1103256.0,113.44,4.43,Tamil,22.41,Youth,03-04-2025
PU-CMP-24473,,Tier 2 City Customers,19.0,Email,37458.0,3837.0,1345.0,442.0,197132.0,167.73,1.66,Bengali,15.01,College Students,23-05-2025
PU-CMP-38448,SEO,Tier 2 City Customers,26.0,"Facebook, WhatsApp",43338.0,1300.0,318.0,170.0,83300.0,450.39,0.09,Tamil,4.13,Premium Shoppers,08-03-2025
PU-CMP-12062,SEO,Tier 2 City Customers,19.0,Google,,6027.0,2388.0,1543.0,899569.0,95.5,5.11,Bengali,10.09,Youth,05-10-2024
PU-CMP-26461,SEO,Premium Shoppers,27.0,Email,88803.0,11420.0,4914.0,3617.0,2633176.0,18.28,38.82,Hindi,22.47,Youth,30-03-2025
PU-CMP-32327,Email,,21.0,"Email, YouTube",32792.0,3552.0,2050.0,1009.0,237115.0,272.4,-0.14,Hindi,20.16,Premium Shoppers,29-05-2025
PU-CMP-48035,Email,Working Women,23.0,"Instagram, Email, Facebook",83885.0,11020.0,6120.0,2067.0,1581255.0,93.09,7.22,Bengali,22.9,Working Women,27-10-2024
PU-CMP-23636,Influencer,Working Women,15.0,"Google, YouTube, Facebook",85336.0,6371.0,2842.0,1809.0,1325997.0,114.53,5.4,Tamil,12.92,,27-07-2024
PU-CMP-44236,SEO,College Students,19.0,"Google, Instagram",24860.0,3288.0,,602.0,157122.0,215.45,0.21,Tamil,19.26,Working Women,30-03-2025
PU-CMP-21207,Influencer,,5.0,"Instagram, WhatsApp, YouTube",19593.0,2129.0,1140.0,902.0,599830.0,159.65,3.17,Hindi,21.29,Tier 2 City Customers,27-11-2024
PU-CMP-19586,Email,Premium Shoppers,14.0,"Google, WhatsApp, Facebook",83847.0,9050.0,4181.0,2999.0,1763412.0,43.9,12.39,,19.36,Premium Shoppers,24-05-2025
PU-CMP-12499,SEO,Youth,26.0,"Email, Facebook, YouTube",80906.0,11119.0,2494.0,1309.0,566797.0,159.51,1.71,English,18.44,Tier 2 City Customers,16-04-2025
PU-CMP-55250,Social Media,Tier 2 City Customers,28.0,Facebook,95237.0,13348.0,4559.0,3391.0,895224.0,36.51,6.23,English,22.36,College Students,06-11-2024
PU-CMP-21318,Influencer,Working Women,,"YouTube, WhatsApp",,3377.0,1949.0,1228.0,370856.0,199.6,0.51,English,25.59,Premium Shoppers,13-08-2024
PU-CMP-44012,Social Media,College Students,16.0,,22398.0,536.0,190.0,127.0,49403.0,1986.26,-0.8,Hindi,3.81,Premium Shoppers,19-12-2024
PU-CMP-37667,Paid Ads,Premium Shoppers,20.0,"Facebook, WhatsApp, Instagram",31885.0,1947.0,777.0,389.0,283581.0,130.41,4.59,Bengali,9.76,Youth,18-02-2025
PU-CMP-6874,Social Media,Premium Shoppers,15.0,"Facebook, WhatsApp",28437.0,2786.0,1610.0,1269.0,827388.0,,3.93,Tamil,19.92,Working Women,16-03-2025
PU-CMP-12042,Social Media,Youth,16.0,Google,53928.0,1976.0,832.0,314.0,221998.0,350.48,1.02,Bengali,5.79,Premium Shoppers,23-10-2024
PU-CMP-50296,Influencer,Tier 2 City Customers,18.0,"Facebook, Email, YouTube",55676.0,6276.0,2790.0,2123.0,700590.0,51.01,5.47,,20.1,Youth,03-02-2025
PU-CMP-54605,Email,Premium Shoppers,9.0,"YouTube, Instagram",36233.0,3604.0,2022.0,1070.0,243960.0,155.3,0.47,English,18.48,Tier 2 City Customers,13-01-2025
PU-CMP-31943,SEO,Working Women,8.0,Instagram,42752.0,1326.0,723.0,326.0,210270.0,672.19,-0.04,Bengali,5.56,Working Women,12-12-2024
PU-CMP-46191,Social Media,Tier 2 City Customers,24.0,"Google, WhatsApp, Facebook",60059.0,2557.0,718.0,442.0,313378.0,225.08,2.15,Bengali,6.19,Working Women,15-05-2025
PU-CMP-17700,Email,Premium Shoppers,22.0,"YouTube, WhatsApp, Google",33281.0,2405.0,751.0,460.0,329820.0,418.03,0.72,Tamil,10.87,Youth,23-09-2024
PU-CMP-33760,Social Media,,12.0,Google,10341.0,1023.0,538.0,183.0,102114.0,1181.17,-0.53,Hindi,16.86,Youth,02-11-2024
PU-CMP-43382,Paid Ads,Youth,27.0,WhatsApp,90196.0,10852.0,6452.0,4097.0,3265309.0,52.64,14.14,Hindi,23.73,Working Women,02-03-2025
PU-CMP-13753,,College Students,10.0,"Instagram, Google",40067.0,3875.0,1844.0,1298.0,986480.0,114.55,5.63,English,17.51,Tier 2 City Customers,21-03-2025
PU-CMP-35957,Paid Ads,College Students,19.0,"WhatsApp, Instagram",98554.0,2260.0,1016.0,405.0,124335.0,561.76,-0.45,Hindi,3.74,Youth,25-05-2025
PU-CMP-24336,Social Media,,25.0,YouTube,11878.0,1255.0,547.0,378.0,254772.0,173.63,2.88,English,18.35,Working Women,06-04-2025
PU-CMP-53656,Influencer,Tier 2 City Customers,9.0,"WhatsApp, Facebook",22625.0,2581.0,537.0,242.0,71390.0,524.07,-0.44,Hindi,14.85,College Students,17-04-2025
PU-CMP-34273,Email,College Students,29.0,"WhatsApp, Instagram, Google",35921.0,3684.0,1318.0,428.0,171628.0,132.04,2.04,English,15.12,Working Women,07-04-2025
PU-CMP-48071,Email,College Students,10.0,Facebook,31205.0,3409.0,1732.0,742.0,417004.0,300.76,0.87,English,18.85,Youth,25-05-2025
PU-CMP-45025,Email,Tier 2 City Customers,8.0,"Facebook, Google",64341.0,3114.0,1741.0,893.0,643853.0,207.99,2.47,Bengali,,Tier 2 City Customers,30-12-2024
PU-CMP-35357,SEO,Tier 2 City Customers,18.0,,38703.0,3083.0,1568.0,683.0,370869.0,117.88,3.61,English,13.78,College Students,10-09-2024
PU-CMP-56509,Social Media,Tier 2 City Customers,21.0,Instagram,60113.0,2889.0,1387.0,814.0,385836.0,249.8,0.9,Hindi,8.47,Working Women,04-10-2024
PU-CMP-16158,Email,College Students,15.0,"Email, WhatsApp, Instagram",16068.0,645.0,135.0,99.0,33660.0,1705.31,-0.8,Hindi,5.47,Tier 2 City Customers,20-08-2024
PU-CMP-13892,Influencer,College Students,25.0,"YouTube, Instagram",84812.0,4091.0,978.0,300.0,193200.0,845.66,,Bengali,6.33,Youth,05-08-2024
PU-CMP-52573,SEO,Premium Shoppers,25.0,"Google, YouTube",40167.0,,768.0,382.0,173428.0,332.02,0.37,Hindi,11.37,Youth,22-02-2025
